reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
4fb68867-92ac-4778-8cd3-fe38e060ad13,BR Auto,https://play-lh.googleusercontent.com/a-/ALV-UjXH3hUkcRk3WWT8GpxJ0vBAZqFLl7A2WBGTGy2N0Y0aWz1xqJWh,Apk banyak bug tidak bisa buat nyari hotel destinasi tidak dapat di input,1,2,8.16.0,2024-12-08 01:53:37,"Hai pelanggan, terima kasih atas umpan balik Anda. Kami mohon maaf atas ketidaknyamanan yang mungkin ditimbulkan kepada Anda. Harap berikan kepada kami informasi terperinci Anda, nomor pemesanan, nama penumpang/tamu, dan alamat email yang dipesan, jika ada, di en_hotel_escalation@trip.com
Jadi kita bisa melihat ini lebih jauh. Terima kasih banyak",2024-12-08 02:39:34,8.16.0
1f2aec75-921c-4a54-aaf1-6cfaccbf7bda,Adith Kudus,https://play-lh.googleusercontent.com/a/ACg8ocIXnqHkoy20EeNuyHyG0ks00GtRQZXscIyN2Dx3URmF_LwSmg=mo,"Pesanan sy tiba2 dibatalin sm trip, dana sudah 1 minggu blm balik, verifikasi email otp nya gak masuk2",1,2,8.16.0,2024-12-07 18:18:46,Halo Adith Kudus. Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-12-07 18:25:31,8.16.0
0a3734a7-6e4d-4cf9-97cf-f48988494d44,yohanes kurnia,https://play-lh.googleusercontent.com/a-/ALV-UjWp1Ov92K1Z9SB2dVzpSHKPhNzIbtDB0iHBHLyKkWzaB_wyBpSu,diskon nya lumayan... saat ini bintang 5 berbicara... semoga selalu lancar pesanan berikut nya,5,25,8.15.2,2024-11-26 23:33:27,"Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-11-26 23:43:55,8.15.2
1d3fbb9f-bc13-4c5c-96d6-7a4b709051a1,fendy mariyanto,https://play-lh.googleusercontent.com/a/ACg8ocKhQaAt-vG-2QAc9SARIc5hFd0Q1tfGNxRnotVRoK6LKq85=mo,"Halo kak, Saya mau beli tiket masuk wisata Jiu zhai gou,China lewat apk tapi tidak ada section untuk ""beli tiket""nya cuman ada section ulasan. Tapi jika lewat web ada tampilan section ""beli tiket"" Apakah ada yg bermasalah? Saya penguna android 14 Xiaomi hyper 0S",3,5,8.15.0,2024-11-23 08:01:39,Kami mohon maaf atas pengalaman yang kurang menyenangkan ini. Kebijakan maskapai akan diterapkan atas setiap perubahan atau pembatalan selama situasi khusus ini. Beberapa maskapai hanya akan memberikan satu kali perubahan jadwal gratis apabila penerbangan dibatalkan oleh maskapai. Anda dapat menghubungi layanan 24/7 kami (https://id.trip.com/help),2024-11-23 08:20:19,8.15.0
d47b8300-7593-43ea-bcb0-cdb276729032,Nrrch pi,https://play-lh.googleusercontent.com/a/ACg8ocI7Rs6qmkelwakAxbqZhTEiw0s0LeBXzLZ4Mboo4BTBR6mV0g=mo,aplikasi perjalanan yg paling cepat dan tanggap bila ada keluhan atau permintaan. harga hotelnya juga paling murah,5,33,8.13.0,2024-10-29 11:57:21,"Hai, Nrrch pi. Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-10-29 12:07:27,8.13.0
dd86a1f0-faec-4bf4-8b19-9e884682f57a,Lianita Patricia,https://play-lh.googleusercontent.com/a/ACg8ocIsksO5_UiQKFa2dJyYTETD8MI6x9xW_IVvB6PV5SZnEICaCA=mo,sangat mudah sekali menggunakan App Trip. com perbanyak promonya ya Trip dan sukses selalu trimakasih sudah membantu saya memudahkan dalam mencari hotel trimakasih banyak,5,34,8.14.0,2024-11-12 22:22:37,"Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-11-12 22:33:33,8.14.0
d94001e7-4771-4c93-8dcb-26c975514041,Mariaferlina Ileng,https://play-lh.googleusercontent.com/a-/ALV-UjUASRtFQeLN6IeivYbJGpOzrY6ZuaaM4zTzZKIU9b-nzKIr2CA,pelayanan sangat memuaskan dengan harga tiket yang sangat murah serta mudah diakomodasikan... ini paling recomended banget buat para pengguna perjalanan bisnis.,5,13,8.12.0,2024-10-19 06:31:29,"Hai Mariaferlina Ileng. Terima kasih telah meluangkan waktu dengan memberikan kami penilaian 5 bintang, kami sangat menghargainya! Kami sangat berterima kasih kepada Anda karena telah memberitahukan kepada kami bahwa Anda senang dengan layanan kami. Kami menunggu perjalanan Anda selanjutnya dengan kami.",2024-10-19 06:43:08,8.12.0
a99367fb-76b7-4572-8dd1-66ed21cb17f6,Mayy Lingling,https://play-lh.googleusercontent.com/a-/ALV-UjUBr2RYbY6jU8d23ZTPPxuVJNrm0zuTehjUCggsw0UWNBZFj8sU,lebih murah dan mudah dibandingkan yang lain.. harap2 dipermudah urusan penerbangan saya nanti,5,4,8.12.0,2024-10-18 12:42:54,Kami sangat menghargai Anda telah meluangkan waktu untuk meninggalkan tanggapan Anda untuk kami. Kami juga sangat menghargai setiap komentar Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!,2024-10-18 12:57:03,8.12.0
98ebcb32-2126-470a-b566-3a7f6dd8c1de,Ruzki A Rahman,https://play-lh.googleusercontent.com/a/ACg8ocLKA89SbOo-n0EadSp4DdthIe0yVF2XLelz2Ix-TqMq41ONhw=mo,Salah satu penyedia layanan yg cukup membantu dg pemberian harga yg lebih kompetitif pada waktu² yg tidak diduga. thanks,5,23,8.13.2,2024-10-31 12:31:08,"Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-10-31 13:02:49,8.13.2
cdde564b-8b09-4fbb-8532-a39b16d7f9fa,Indra Ji,https://play-lh.googleusercontent.com/a/ACg8ocKJ08TAmB2OI3TTilXUheTGet4tioLb7vxbF9VFSH06BTf7JA=mo,Aplikasi yang ketika ada masalah dengan pihak hotel yang tidak kerjasama lagi pengembalian danannya lama sampai2 TDK kembali sedikit pun.parah,1,7,8.13.2,2024-11-10 10:26:12,"Hai, Indra Ji. Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui en_hotel_escalation@trip.com dan kami pasti akan memeriksanya dengan baik.",2024-11-10 10:39:12,8.13.2
7d1c6f22-2a6d-4998-8457-5c1460c016d3,Almizan Mizan,https://play-lh.googleusercontent.com/a-/ALV-UjW7Qg3ZnzPXY5Jql9qSY5SFKfnkNZS88dcobJvCVj-LJnyaZfY,Terima kasih apk nya sangat membantu ketika sya mau berangkat nya dadakan jadi ga bingung untuk pesan tiket pesawat sama hotel# thank you,5,13,8.14.0,2024-11-12 07:59:31,"Hi, Almizan Mizan. Thank you so much for your kind words! We are thrilled to know that you like our app. Please know that we will continue to improve our app to provide convenience to our customers. Please recommend our app to your loved ones and share our nice app with them! Your feedback is much appreciated. Thank you, and have a great day!",2024-11-12 08:02:57,8.14.0
9df4982d-d3f8-4df9-b377-76552cecf30b,INDRA MUHAMMAD BAQIR,https://play-lh.googleusercontent.com/a-/ALV-UjXxgOC1a_rH82YAWYPPf_lKK29NXOWP9v8qU55PCvCy5QvF7WML,Harga lebih murah dan metode pemesana hingga pembayaran simple,5,2,8.13.0,2024-10-28 23:33:09,Terima kasih atas ulasan Anda. Kami senang mendengar pengalaman positif Anda dan berharap dapat bertemu Anda lagi di perjalanan berikutnya.,2024-10-28 23:42:35,8.13.0
9ef75183-930d-4bb7-a525-5b48d48acdd4,Syihabuddin,https://play-lh.googleusercontent.com/a-/ALV-UjVBuFW3igOtx-HGpyrVlfCYt7CdtTeLqUe35xFs66DjVdO942aI,Ga bisa ganti no rek refund dan waktu refund nya lama,2,1,8.16.0,2024-12-08 18:03:41,Kami menyayangkan atas pengalaman yang Anda dapat dari Tim Dukungan Pelanggan kami. Mohon berikan kami informasi lebih lanjut tentang permasalahan Anda melalui https://id.trip.com/help agar kami dapat memeriksa masalah ini lebih lanjut. Terima kasih.,2024-12-08 18:11:07,8.16.0
b93b2a70-d059-4b56-95c3-bfc231ee7599,sinto Adjah,https://play-lh.googleusercontent.com/a/ACg8ocKG45NI1YJ9uHsYq8ahQYdhhEzMm9qQzNY_WMrPJPNJPRM7Yg=mo,Saya sdh lama menggunakan aplikasi ini..pembelian dan refund sangat mudah..recommended.👍,5,0,8.16.0,2024-12-13 08:24:20,"Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-12-13 08:52:00,8.16.0
88170059-9dc9-4ae6-b706-8a1e541448d1,Agum Ifanny,https://play-lh.googleusercontent.com/a-/ALV-UjWE3ENq8LEtPKqTPd0BQI9bn2JSZlIw8FzixCN8yb8E57ywGl4,"jangan di download, untuk proses booking lancar. tapi saat mau pembatalan, dipersulit. dan tidak menemukan jawaban. baik lewat aplikasi, pihak hotel, dan CS. sangat tidak direkomendasikan sama sekali. Pengajuan pembatalan dipersulit, dan tetap saja hangus",1,94,8.7.0,2024-07-16 19:16:54,,,8.7.0
76e629d1-9562-4bfa-935a-d6006938f74b,nur hidayanti,https://play-lh.googleusercontent.com/a-/ALV-UjV1KOVa4CpQdkgCbbU6x4Fp9SwK_ZvY23vgMqUmtuRynQJMstwS,"Tanggal 19 agustus 2024, pkl : 20.28 , saya telah membaca ulasannya , rata2 banyak keluhan , terutama yg sngt penting dr sektor tiket pesawat, padahal saya baru saja mau booking tiket tp krn rata2 ulasannya jelek tentang tiket pesawat, jadi takut2 aku nanti malah duitnya yg pas2an utk tiket pp mlh hangus.",1,48,8.9.0,2024-08-19 19:28:56,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-08-19 19:35:13,8.9.0
8845cda8-cc91-41d1-8089-2988721750e6,Heriyati Sri,https://play-lh.googleusercontent.com/a/ACg8ocJ8RMEDNEvE6k_tNvbt3-sHlDyhN2CASXe9XafxQs8zyb3kzQ=mo,"Aplikasi sangat buruk saya pesan tiket Pesawat Dari pagi sampai malam tiket belum saya Terima di suruh manunggu sampai waktu yang di tentukan sampai waktu yang di tentukan sudah lewat habis Tiket belum saya Terima Tiba Tiba di Suruh kencel Karena tiketnya sudah penuh, APLIKASI SANGAT BURUK",1,44,8.11.0,2024-09-10 21:54:15,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-09-10 22:07:32,8.11.0
25f50fea-dce4-4132-a6ac-4930098178db,Mustika Anwar,https://play-lh.googleusercontent.com/a-/ALV-UjVqi6LVUTPpXXJ8wfe72vsVMGTJIilho-kOsToobV8Zn3vookg,"Aplikasi yg sangat bagus, Sangat membantu Saya mencari hotel, tiket ke China.. Saya akan melakukan perjalanan ke Tiongkok. Tri. Com membantu saya menemukan hotel and Hostel di Xinjiang. Terima kasih Tri. Com.. Jija saya ingin refund sangat cepat sekali uang saya kembali.. Thanks y",5,109,8.10.0,2024-09-03 06:56:21,"Dear Mustika Anwar. Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-09-03 07:16:25,8.10.0
b2df3a8d-c26f-4054-89e8-2b6359b27520,Yesyah Pjt,https://play-lh.googleusercontent.com/a-/ALV-UjWyWK7JVvKdPFgC9KmxPxV_VArr052apcYrzJOKKJMB9fvZJPri,Harga tidak transparan. Harga didepan sekian. Tapi saat pilihan harga flesibel dan tidak felsibel saya pilih tidak hanya Rp. 0 tapi tetap saja setelah dklil harga slalu bertambah 15rbuan. Lu kalau memang ada admin dibuat aja transparan jgn alasan harga fluktuasi. Kl pesan di ecommerce lain kl bsa hrga berubah biasanya pas mau final. Tpi kl ini sperti nipu harga didepan dibuat murah tiba dipilih slalu bertambah dit3s semua jam begitu. Ujung2nya mal3s mau pesan .,3,25,8.10.2,2024-09-06 13:34:44,"Halo, Yesyah Pjt. Kami menyayangkan atas pengalaman Anda dengan layanan kami. Namun, kami ingin mengetahui lebih tentang permasalahan Anda agar kami dapat mengatasinya dengan baik. Silahkan hubungi kami langsung melalui https://www.trip.com/help/ untuk mendapatkan bantuan lebih lanjut.",2024-09-06 13:47:54,8.10.2
df992388-a978-4dac-adb0-60cd053c46c3,Apni Maya,https://play-lh.googleusercontent.com/a/ACg8ocIt4RsbwaS0X-wnC8H-FVRxoa2H8FDFTpVZUiQhrg_Rjd7mdA=mo,"Saat saya ingin membatalkan pesanan karena kesalahan tanggal, Supliyer nya tdak bisa membantu apapun, padahal saya sudah meminta konfirmasi langsung ke pihak hotel seperti yg diminta agen layanan aplikasi ini. Saya harus menanggung kerugian yg cukup besar menurut saya, dan tenaga serta waktu yg sudah saya habiskan tak berguna. Saya kecewa setelah ini saya tidak akan pernah mnggunakan aplikasi ini lagi.",1,58,8.6.2,2024-07-14 22:55:47,"Hi, Apni Maya. Kami menyayangkan atas pengalaman Anda dengan layanan kami. Namun, kami ingin mengetahui lebih tentang permasalahan Anda agar kami dapat mengatasinya dengan baik. Silahkan hubungi kami langsung melalui en_hotel_escalation@trip.com untuk mendapatkan bantuan lebih lanjut. Terima kasih.",2024-07-14 23:15:33,8.6.2
0aa6dc16-8c7e-4835-82ba-3951d1c81dfc,Musthofa ANWAR YUSUF,https://play-lh.googleusercontent.com/a-/ALV-UjUYmD6NU0v5wJZIN9-Hqu-0lrRgJfbzGLJQuruVpOiGXxvBF5QpDA,Saya kira dari pihak trip nya yg eror buat pembayaran ternyata metode yang saya gunakan kurang tepat untuk pembayaran nya. Semoga trip makin berkembang dan menjadi andalan buat para Treveler.,5,291,8.8.1,2024-08-03 08:35:45,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-08-01 07:16:42,8.8.1
f91ed9ff-c2c2-4d8c-a6b1-84714b115c3b,Yans Gagah,https://play-lh.googleusercontent.com/a-/ALV-UjWI2Tij2aGn2w3_sPLHqxJTZGh6ngxpBSDrpOu8GxJOiVJxdF3b,Aplikasi rusak lemot di buka di jedela kebali lagi kemenu tama,4,0,8.15.2,2024-11-29 12:02:21,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-11-29 12:23:51,8.15.2
8a3e8bac-95d2-4add-92da-ab4a245881bb,Angga pradhika,https://play-lh.googleusercontent.com/a-/ALV-UjWE65PQ5PX_Go7B-oLILXOSbGuu_23wb9D-ERdo78Nrfbev12SA,Pengalaman buruk dengan app ini batalin tiket dan refund sesuai arahan aplikasi proses lama sampai lewat jadwal penerbangan setelah dihubungi katanya dpt mengklaim refund suruh nunggu 7-15 hari gak ada konfirmasi lagi giliran ditanya gak ada nominal yang bisa diproses karena ada nominal yg harus dibebankan haaaaa parah parah gak lagi lah pake app ini plus naik Malaysia air bikin rugi hampir 10juta payah payah payah nilai 1 dari 100 ini,1,11,8.10.2,2024-09-11 18:24:03,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-09-11 10:30:52,8.10.2
f67d83c5-b04f-458c-ad6e-c64c21ba5892,Shinta,https://play-lh.googleusercontent.com/a/ACg8ocL-ezTXXPmcX6lKuk5ZQEyvghf9Si7J-qO_w5SwFgagWFUttA=mo,"Kudu teliti beli Tiket di Trip. Com, Katanya Tiket Pesawat bisa di Refund/ bisa di Reshedule.. Udah di Reschedule kirain cuma bayar Selisih harga.. Gak taunya tetap bayar Tiket, cm slisih harga sedikit ( Sama aja beli tiket baru) Mau di Refund cm dapat duit sedikit, hanya 10 persennya saja 😭😭😭 beda ma Traveloka klo mmng di Refund ya Duitnya bisa dapat utuh hanya di potong sedikit... Gak konsukwen! Ngeri kali... 😫 Harus Teliti ya.. Di baca bener2 Waktu beli tiket!!!",1,3,,2024-09-22 12:04:11,Kami mohon maaf atas ketidaknyamanan Anda. Perlu diketahui bahwa setiap permintaan dari pelanggan akan kami tangani dengan seksama. Kami mohon Anda dapat memberikan rincian pemesanan Anda melalui https://id.trip.com/help dan kami pasti akan memeriksanya dengan baik.,2024-09-22 12:24:52,
d9086124-0da9-4669-80d1-96a6b394b430,Marusaha Sukses,https://play-lh.googleusercontent.com/a-/ALV-UjVrVYvVafahBCJhl1_SjerdT-bZYVfgdlVpJ4CfPgZ2nst7PLssOQ,Untung ada Trip Com. bisa pesan Kamar jauh Jauh Hari dgn Harga Terbaik... semoga Semakin Mantap,5,3,8.15.0,2024-11-27 10:23:51,"Hi Marusaha Sukses, Terima kasih telah membagi ulasan Anda atas layanan kami, ulasan Anda sangat berarti bagi kami. Kami menghargai setiap ulasan atas pengalaman perjalanan Anda. Kami menantikan perjalanan Anda berikutnya bersama kami untuk pengalaman fantastis lainnya. Semoga hari Anda menyenangkan!",2024-11-27 11:11:58,8.15.0
27f64448-51ce-47ed-9cf5-21c3af752cf6,Agustussan Jauzati,https://play-lh.googleusercontent.com/a/ACg8ocISpc8uNJbkDG_75xdrxQ5biS7PTv2Mtua-uTw4xfU0lS_anQ=mo,"Parkir luas, lokasi strategis, dan pelayanan terbaik membuat Namastay Bali jadi pilihan tepat untuk liburan atau staycation. Suasana tenang membuat kami betah.",5,0,8.16.0,2024-12-11 01:03:07,"Hai Agustussan Jauzati. Terima kasih telah meluangkan waktu untuk meninggalkan komentar positif ini, dan masukan Anda sangat kami hargai. Kami senang mengetahui bahwa Anda senang, dan kami menantikan perjalanan Anda berikutnya bersama kami!^David",2024-12-11 01:22:24,8.16.0
